date,BRAZIL_BIGBEND,BRAZIL_DELRIO,BRAZIL_ELCENTRO,BRAZIL_ELPASO,BRAZIL_LAREDO,BRAZIL_RIOGRANDEVALLEY,BRAZIL_SANDIEGO,BRAZIL_TUCSON,BRAZIL_YUMA,COLOMBIA_BIGBEND,COLOMBIA_DELRIO,COLOMBIA_ELCENTRO,COLOMBIA_ELPASO,COLOMBIA_LAREDO,COLOMBIA_RIOGRANDEVALLEY,COLOMBIA_SANDIEGO,COLOMBIA_TUCSON,COLOMBIA_YUMA,CUBA_BIGBEND,CUBA_DELRIO,CUBA_ELCENTRO,CUBA_ELPASO,CUBA_LAREDO,CUBA_RIOGRANDEVALLEY,CUBA_SANDIEGO,CUBA_TUCSON,CUBA_YUMA,ECUADOR_BIGBEND,ECUADOR_DELRIO,ECUADOR_ELCENTRO,ECUADOR_ELPASO,ECUADOR_LAREDO,ECUADOR_RIOGRANDEVALLEY,ECUADOR_SANDIEGO,ECUADOR_TUCSON,ECUADOR_YUMA,ELSALVADOR_BIGBEND,ELSALVADOR_DELRIO,ELSALVADOR_ELCENTRO,ELSALVADOR_ELPASO,ELSALVADOR_LAREDO,ELSALVADOR_RIOGRANDEVALLEY,ELSALVADOR_SANDIEGO,ELSALVADOR_TUCSON,ELSALVADOR_YUMA,GUATEMALA_BIGBEND,GUATEMALA_DELRIO,GUATEMALA_ELCENTRO,GUATEMALA_ELPASO,GUATEMALA_LAREDO,GUATEMALA_RIOGRANDEVALLEY,GUATEMALA_SANDIEGO,GUATEMALA_TUCSON,GUATEMALA_YUMA,HAITI_BIGBEND,HAITI_DELRIO,HAITI_ELCENTRO,HAITI_ELPASO,HAITI_LAREDO,HAITI_RIOGRANDEVALLEY,HAITI_SANDIEGO,HAITI_TUCSON,HAITI_YUMA,HONDURAS_BIGBEND,HONDURAS_DELRIO,HONDURAS_ELCENTRO,HONDURAS_ELPASO,HONDURAS_LAREDO,HONDURAS_RIOGRANDEVALLEY,HONDURAS_SANDIEGO,HONDURAS_TUCSON,HONDURAS_YUMA,MEXICO_BIGBEND,MEXICO_DELRIO,MEXICO_ELCENTRO,MEXICO_ELPASO,MEXICO_LAREDO,MEXICO_RIOGRANDEVALLEY,MEXICO_SANDIEGO,MEXICO_TUCSON,MEXICO_YUMA,NICARAGUA_BIGBEND,NICARAGUA_DELRIO,NICARAGUA_ELCENTRO,NICARAGUA_ELPASO,NICARAGUA_LAREDO,NICARAGUA_RIOGRANDEVALLEY,NICARAGUA_SANDIEGO,NICARAGUA_TUCSON,NICARAGUA_YUMA,PERU_BIGBEND,PERU_DELRIO,PERU_ELCENTRO,PERU_ELPASO,PERU_LAREDO,PERU_RIOGRANDEVALLEY,PERU_SANDIEGO,PERU_TUCSON,PERU_YUMA,VENEZUELA_BIGBEND,VENEZUELA_DELRIO,VENEZUELA_ELCENTRO,VENEZUELA_ELPASO,VENEZUELA_LAREDO,VENEZUELA_RIOGRANDEVALLEY,VENEZUELA_SANDIEGO,VENEZUELA_TUCSON,VENEZUELA_YUMA
2023-03,1.0,3.0,102.0,463.0,351.0,42.0,940.0,304.0,479.0,12.0,3130.0,454.0,5743.0,218.0,697.0,4411.0,1009.0,1381.0,2.0,34.0,3.0,176.0,690.0,15.0,301.0,82.0,13.0,38.0,922.0,364.0,1671.0,182.0,529.0,721.0,1279.0,1437.0,8.0,765.0,21.0,2186.0,343.0,2047.0,210.0,145.0,40.0,308.0,1499.0,59.0,4637.0,828.0,3177.0,235.0,4293.0,257.0,0.0,4.0,0.0,135.0,3224.0,146.0,729.0,171.0,12.0,26.0,5787.0,42.0,1189.0,1703.0,4003.0,248.0,240.0,117.0,784.0,10069.0,1637.0,20711.0,8668.0,5022.0,10918.0,21765.0,1733.0,3.0,67.0,2.0,116.0,172.0,50.0,44.0,26.0,2.0,1.0,682.0,913.0,718.0,45.0,260.0,934.0,583.0,4230.0,5.0,278.0,21.0,4080.0,2666.0,24.0,591.0,614.0,41.0
2023-04,0.0,17.0,17.0,708.0,335.0,36.0,1166.0,484.0,706.0,15.0,2916.0,376.0,5417.0,199.0,1712.0,4919.0,1071.0,1218.0,3.0,77.0,3.0,238.0,607.0,129.0,386.0,148.0,17.0,27.0,652.0,194.0,1537.0,148.0,786.0,1073.0,1254.0,725.0,34.0,890.0,37.0,1034.0,305.0,1908.0,238.0,207.0,24.0,328.0,1317.0,94.0,3721.0,790.0,2879.0,230.0,4991.0,234.0,0.0,1.0,0.0,655.0,4089.0,208.0,1990.0,325.0,8.0,33.0,6390.0,41.0,1144.0,1094.0,3857.0,302.0,265.0,92.0,730.0,6832.0,1373.0,18090.0,7407.0,4104.0,8560.0,18867.0,1128.0,1.0,52.0,0.0,129.0,90.0,166.0,40.0,14.0,14.0,0.0,524.0,961.0,694.0,49.0,403.0,1152.0,452.0,4212.0,3.0,730.0,19.0,10930.0,3025.0,18724.0,707.0,399.0,96.0
2023-05,0.0,27.0,10.0,622.0,227.0,66.0,1079.0,708.0,1077.0,28.0,3452.0,476.0,3408.0,213.0,1756.0,5987.0,1447.0,1363.0,5.0,425.0,6.0,382.0,1046.0,335.0,392.0,172.0,41.0,39.0,687.0,245.0,1052.0,139.0,896.0,1028.0,1770.0,618.0,24.0,1389.0,29.0,912.0,537.0,1840.0,401.0,158.0,59.0,179.0,1628.0,49.0,3543.0,883.0,3108.0,363.0,4852.0,212.0,1.0,2.0,3.0,707.0,3283.0,353.0,582.0,232.0,10.0,50.0,12226.0,18.0,1226.0,2588.0,3706.0,817.0,319.0,85.0,557.0,6543.0,923.0,11408.0,7402.0,3108.0,9015.0,15769.0,680.0,16.0,150.0,5.0,139.0,161.0,157.0,66.0,11.0,13.0,5.0,626.0,989.0,511.0,29.0,359.0,1153.0,586.0,4005.0,501.0,2438.0,12.0,5862.0,2988.0,20131.0,380.0,326.0,95.0
2023-06,0.0,14.0,2.0,448.0,497.0,6.0,920.0,766.0,309.0,7.0,1288.0,90.0,612.0,340.0,187.0,1312.0,494.0,375.0,3.0,233.0,6.0,399.0,1310.0,11.0,468.0,204.0,47.0,7.0,775.0,67.0,765.0,261.0,184.0,429.0,2154.0,463.0,8.0,484.0,7.0,528.0,519.0,916.0,573.0,103.0,44.0,38.0,853.0,41.0,2432.0,599.0,2586.0,433.0,3243.0,137.0,0.0,5.0,0.0,551.0,5245.0,10.0,1302.0,244.0,3.0,22.0,5563.0,41.0,1120.0,2990.0,3846.0,1084.0,366.0,61.0,316.0,3931.0,685.0,9724.0,5981.0,2222.0,11321.0,14512.0,570.0,2.0,96.0,6.0,82.0,96.0,47.0,71.0,17.0,0.0,2.0,355.0,247.0,150.0,66.0,63.0,327.0,239.0,1174.0,6.0,10759.0,6.0,3055.0,4795.0,923.0,433.0,435.0,41.0
2023-07,4.0,16.0,5.0,393.0,609.0,2.0,1079.0,818.0,187.0,7.0,1447.0,136.0,789.0,397.0,312.0,1820.0,666.0,377.0,0.0,247.0,32.0,488.0,1494.0,51.0,786.0,416.0,154.0,7.0,750.0,60.0,800.0,195.0,308.0,736.0,6349.0,707.0,4.0,560.0,33.0,537.0,385.0,1643.0,497.0,126.0,168.0,74.0,1317.0,56.0,3577.0,962.0,7646.0,598.0,7434.0,463.0,0.0,6.0,0.0,1784.0,6657.0,1.0,1757.0,478.0,1.0,23.0,8306.0,36.0,1310.0,2311.0,12701.0,685.0,550.0,101.0,276.0,3877.0,626.0,10040.0,6752.0,2222.0,12119.0,17564.0,452.0,1.0,101.0,0.0,67.0,107.0,89.0,35.0,29.0,16.0,1.0,262.0,232.0,149.0,68.0,74.0,289.0,220.0,1178.0,4.0,7315.0,8.0,4035.0,4887.0,1311.0,614.0,728.0,56.0
2023-08,0.0,3.0,18.0,356.0,483.0,15.0,1966.0,459.0,163.0,6.0,1440.0,161.0,1332.0,395.0,908.0,3247.0,811.0,648.0,2.0,268.0,29.0,770.0,2191.0,88.0,1899.0,753.0,179.0,4.0,1259.0,128.0,1142.0,230.0,731.0,1198.0,7887.0,1052.0,7.0,836.0,19.0,687.0,401.0,3054.0,624.0,247.0,205.0,227.0,2145.0,72.0,6297.0,1031.0,12415.0,916.0,13657.0,1177.0,0.0,0.0,0.0,1538.0,4967.0,0.0,1573.0,609.0,0.0,21.0,11960.0,58.0,1767.0,2556.0,16798.0,1081.0,785.0,142.0,273.0,4054.0,593.0,11378.0,7697.0,2401.0,10338.0,18369.0,390.0,4.0,239.0,3.0,116.0,88.0,207.0,28.0,36.0,15.0,1.0,254.0,291.0,194.0,49.0,232.0,398.0,200.0,1526.0,19.0,6972.0,13.0,7282.0,5514.0,9469.0,1110.0,1007.0,77.0
2023-09,1.0,48.0,17.0,274.0,254.0,8.0,1998.0,105.0,121.0,5.0,2293.0,243.0,2234.0,458.0,1338.0,5135.0,1063.0,874.0,2.0,335.0,40.0,1499.0,3396.0,68.0,3975.0,1146.0,205.0,2.0,1721.0,172.0,1932.0,220.0,1309.0,1447.0,7915.0,827.0,4.0,987.0,10.0,861.0,477.0,4152.0,491.0,390.0,178.0,108.0,2423.0,157.0,6433.0,1143.0,9381.0,884.0,13632.0,376.0,0.0,6.0,0.0,675.0,2887.0,4.0,817.0,216.0,0.0,26.0,10603.0,77.0,1648.0,2843.0,10197.0,1094.0,710.0,112.0,394.0,5226.0,654.0,8875.0,7589.0,2325.0,7630.0,20154.0,449.0,0.0,597.0,22.0,241.0,98.0,466.0,77.0,92.0,28.0,1.0,381.0,364.0,403.0,58.0,370.0,683.0,308.0,1765.0,13.0,20744.0,2.0,20244.0,6242.0,15794.0,2553.0,904.0,88.0
2023-10,0.0,3.0,16.0,115.0,415.0,2.0,145.0,8.0,58.0,9.0,3669.0,718.0,4429.0,47.0,1534.0,2953.0,545.0,3458.0,1.0,12626.0,1579.0,2676.0,28.0,1195.0,951.0,1895.0,7900.0,5.0,1049.0,48.0,3984.0,24.0,804.0,194.0,146.0,776.0,13.0,615.0,9.0,878.0,567.0,3474.0,345.0,126.0,42.0,179.0,981.0,39.0,3784.0,1892.0,3663.0,325.0,3625.0,355.0,0.0,0.0,2.0,297.0,5310.0,1.0,1058.0,0.0,48.0,52.0,3665.0,27.0,1465.0,3064.0,4750.0,604.0,229.0,244.0,985.0,9433.0,1968.0,9918.0,7501.0,6022.0,12498.0,16046.0,1906.0,4.0,6284.0,251.0,5776.0,20.0,5974.0,853.0,85.0,1676.0,0.0,967.0,1317.0,966.0,8.0,341.0,875.0,455.0,4156.0,43.0,2785.0,69.0,17891.0,127.0,94.0,44.0,36.0,971.0
2023-11,0.0,4.0,27.0,163.0,341.0,2.0,59.0,35.0,83.0,12.0,3794.0,648.0,4598.0,72.0,1033.0,2727.0,603.0,2359.0,10.0,17825.0,1317.0,3398.0,26.0,1590.0,868.0,2420.0,7256.0,30.0,1863.0,82.0,7283.0,34.0,1035.0,220.0,221.0,1231.0,13.0,524.0,17.0,892.0,507.0,3075.0,311.0,111.0,82.0,212.0,936.0,33.0,4638.0,1112.0,3765.0,225.0,3239.0,350.0,0.0,3.0,2.0,341.0,4500.0,3.0,605.0,2.0,13.0,32.0,3910.0,39.0,1319.0,2405.0,4505.0,535.0,209.0,189.0,1066.0,7624.0,1575.0,9575.0,7187.0,4064.0,11044.0,15626.0,1587.0,6.0,7581.0,381.0,15328.0,27.0,7902.0,918.0,342.0,1764.0,1.0,898.0,1177.0,857.0,22.0,241.0,827.0,553.0,3957.0,117.0,1826.0,55.0,4161.0,1140.0,85.0,110.0,45.0,474.0
2023-12,1.0,15.0,63.0,303.0,371.0,2.0,245.0,39.0,176.0,19.0,4029.0,596.0,6462.0,98.0,845.0,2938.0,546.0,2198.0,9.0,21007.0,1575.0,4448.0,28.0,2078.0,1085.0,3103.0,9321.0,28.0,3380.0,121.0,6875.0,34.0,1504.0,342.0,327.0,3595.0,26.0,552.0,25.0,756.0,485.0,2450.0,359.0,119.0,88.0,242.0,996.0,91.0,4758.0,884.0,3680.0,317.0,3593.0,324.0,0.0,4.0,0.0,153.0,4290.0,3.0,675.0,1.0,12.0,48.0,3956.0,35.0,1351.0,2261.0,4583.0,649.0,190.0,203.0,601.0,4541.0,1258.0,8366.0,6590.0,2949.0,11085.0,12034.0,966.0,7.0,8047.0,453.0,15673.0,35.0,7840.0,1214.0,350.0,1762.0,2.0,1247.0,1769.0,1349.0,41.0,321.0,921.0,631.0,5090.0,183.0,752.0,29.0,3952.0,1629.0,1214.0,63.0,98.0,267.0
2024-01,0.0,2.0,5.0,192.0,136.0,2.0,1189.0,37.0,59.0,1.0,647.0,48.0,1391.0,291.0,164.0,4005.0,542.0,309.0,0.0,788.0,97.0,2725.0,4402.0,125.0,5739.0,989.0,163.0,4.0,872.0,60.0,952.0,124.0,245.0,1355.0,3984.0,242.0,1.0,614.0,7.0,837.0,213.0,1041.0,322.0,266.0,61.0,21.0,2153.0,44.0,3283.0,736.0,1611.0,1630.0,10205.0,577.0,0.0,17.0,0.0,1116.0,7680.0,34.0,1102.0,759.0,10.0,16.0,3846.0,11.0,1265.0,1283.0,1311.0,637.0,444.0,90.0,270.0,3337.0,698.0,8171.0,8120.0,1529.0,7521.0,29286.0,983.0,3.0,2848.0,18.0,421.0,56.0,569.0,499.0,307.0,62.0,1.0,90.0,84.0,209.0,68.0,48.0,591.0,134.0,674.0,5.0,1053.0,11.0,3991.0,2977.0,556.0,2444.0,527.0,31.0
2024-02,0.0,3.0,9.0,292.0,88.0,5.0,2557.0,29.0,56.0,20.0,931.0,82.0,2906.0,318.0,711.0,5900.0,747.0,567.0,2.0,327.0,39.0,2748.0,4119.0,246.0,5152.0,1123.0,216.0,2.0,1044.0,91.0,1796.0,184.0,1083.0,2773.0,4320.0,432.0,5.0,737.0,13.0,1015.0,260.0,1367.0,481.0,473.0,65.0,48.0,1742.0,65.0,4206.0,804.0,2533.0,2313.0,11649.0,426.0,0.0,1.0,0.0,1186.0,7617.0,10.0,2215.0,403.0,8.0,6.0,3374.0,65.0,1567.0,1353.0,2247.0,904.0,550.0,124.0,464.0,2937.0,562.0,10301.0,8483.0,1572.0,7717.0,29441.0,1517.0,15.0,2135.0,26.0,719.0,73.0,1234.0,486.0,521.0,66.0,2.0,154.0,155.0,276.0,61.0,139.0,1115.0,210.0,1052.0,1.0,401.0,0.0,3179.0,2353.0,477.0,1778.0,563.0,18.0
2024-03,0.0,3.0,2.0,231.0,132.0,5.0,2832.0,41.0,70.0,4.0,680.0,86.0,3547.0,568.0,709.0,6379.0,776.0,463.0,3.0,142.0,21.0,2631.0,4831.0,186.0,4333.0,1119.0,143.0,11.0,1184.0,251.0,3219.0,241.0,1270.0,4952.0,4020.0,681.0,9.0,516.0,16.0,970.0,318.0,970.0,632.0,292.0,75.0,41.0,986.0,103.0,3245.0,692.0,1412.0,2733.0,5842.0,438.0,0.0,22.0,1.0,811.0,5700.0,4.0,2618.0,331.0,0.0,14.0,3020.0,39.0,1734.0,1717.0,1484.0,991.0,366.0,91.0,305.0,3394.0,571.0,11121.0,8710.0,1742.0,8728.0,29506.0,1855.0,14.0,530.0,22.0,786.0,126.0,286.0,364.0,373.0,50.0,0.0,142.0,260.0,503.0,132.0,192.0,1610.0,328.0,1383.0,19.0,449.0,19.0,8296.0,3783.0,589.0,2491.0,801.0,46.0
2024-04,1.0,1.0,3.0,176.0,134.0,3.0,2498.0,81.0,85.0,14.0,720.0,53.0,2581.0,559.0,485.0,5566.0,754.0,291.0,1.0,159.0,20.0,2492.0,4159.0,134.0,3551.0,741.0,102.0,56.0,1171.0,232.0,3620.0,225.0,1272.0,6404.0,2476.0,466.0,5.0,522.0,10.0,1099.0,380.0,1083.0,870.0,284.0,63.0,23.0,740.0,73.0,2703.0,730.0,1315.0,3348.0,2978.0,461.0,0.0,17.0,0.0,622.0,5367.0,11.0,2117.0,468.0,5.0,27.0,2883.0,17.0,1975.0,1983.0,1646.0,1124.0,389.0,161.0,291.0,2822.0,465.0,11209.0,8904.0,1672.0,8752.0,23835.0,1649.0,5.0,322.0,12.0,554.0,255.0,160.0,402.0,154.0,28.0,3.0,367.0,358.0,591.0,113.0,267.0,2735.0,547.0,1806.0,94.0,360.0,5.0,9318.0,4086.0,526.0,3109.0,848.0,23.0
2024-05,1.0,2.0,17.0,258.0,150.0,6.0,2217.0,69.0,82.0,33.0,726.0,92.0,2077.0,706.0,342.0,5753.0,637.0,418.0,3.0,155.0,16.0,2295.0,4122.0,79.0,3722.0,1028.0,45.0,79.0,998.0,271.0,2345.0,254.0,731.0,3963.0,1534.0,321.0,10.0,581.0,50.0,1033.0,432.0,1194.0,1018.0,357.0,83.0,46.0,828.0,188.0,3010.0,851.0,1531.0,2955.0,4004.0,448.0,0.0,7.0,0.0,586.0,5388.0,15.0,1729.0,414.0,0.0,20.0,2998.0,39.0,1831.0,1986.0,1685.0,1372.0,337.0,190.0,230.0,2282.0,572.0,9000.0,8766.0,1512.0,8127.0,26382.0,2584.0,8.0,397.0,29.0,394.0,255.0,104.0,253.0,94.0,26.0,22.0,179.0,175.0,387.0,129.0,108.0,1376.0,299.0,658.0,276.0,713.0,6.0,7046.0,4423.0,376.0,3515.0,741.0,43.0
2024-06,2.0,19.0,29.0,247.0,134.0,3.0,1768.0,34.0,46.0,12.0,623.0,72.0,1066.0,720.0,167.0,4894.0,555.0,300.0,3.0,62.0,8.0,2432.0,4328.0,22.0,3623.0,813.0,25.0,10.0,746.0,159.0,1482.0,252.0,369.0,2538.0,987.0,236.0,6.0,507.0,11.0,826.0,375.0,1032.0,749.0,203.0,30.0,6.0,674.0,185.0,2472.0,812.0,1213.0,2378.0,3370.0,373.0,0.0,2.0,0.0,536.0,4003.0,8.0,1416.0,298.0,0.0,13.0,2447.0,30.0,1473.0,2021.0,1421.0,1091.0,284.0,111.0,126.0,1480.0,515.0,7233.0,5956.0,1416.0,7334.0,16517.0,1938.0,8.0,292.0,5.0,319.0,199.0,56.0,241.0,80.0,35.0,1.0,90.0,20.0,149.0,106.0,36.0,325.0,52.0,62.0,7.0,420.0,8.0,3013.0,4386.0,117.0,3670.0,908.0,29.0
2024-07,2.0,322.0,17.0,147.0,121.0,6.0,944.0,62.0,15.0,6.0,604.0,26.0,689.0,748.0,163.0,3475.0,474.0,213.0,8.0,35.0,0.0,2180.0,4363.0,25.0,3190.0,700.0,8.0,7.0,835.0,61.0,1088.0,316.0,248.0,919.0,798.0,35.0,3.0,391.0,9.0,645.0,409.0,756.0,511.0,151.0,15.0,7.0,597.0,62.0,2292.0,559.0,963.0,976.0,1791.0,202.0,0.0,2.0,1.0,425.0,3816.0,49.0,1107.0,275.0,2.0,24.0,1970.0,17.0,1020.0,2003.0,1144.0,568.0,213.0,47.0,134.0,1612.0,449.0,7711.0,5596.0,1389.0,7256.0,7369.0,1383.0,6.0,177.0,0.0,120.0,62.0,52.0,94.0,49.0,11.0,0.0,48.0,7.0,70.0,129.0,16.0,237.0,58.0,23.0,9.0,211.0,1.0,2357.0,4891.0,101.0,4186.0,1120.0,15.0
2024-08,3.0,442.0,7.0,110.0,106.0,39.0,583.0,57.0,9.0,4.0,567.0,37.0,636.0,846.0,134.0,2710.0,367.0,207.0,2.0,65.0,1.0,2109.0,3924.0,8.0,3431.0,875.0,8.0,8.0,812.0,21.0,897.0,387.0,137.0,770.0,525.0,41.0,3.0,427.0,11.0,562.0,380.0,827.0,414.0,118.0,16.0,19.0,582.0,52.0,2513.0,570.0,980.0,776.0,1454.0,153.0,0.0,3.0,0.0,394.0,3156.0,38.0,1076.0,254.0,0.0,13.0,2117.0,21.0,887.0,2018.0,1150.0,534.0,185.0,16.0,230.0,1590.0,528.0,9742.0,6332.0,1588.0,8163.0,8361.0,1041.0,3.0,160.0,6.0,63.0,69.0,38.0,75.0,21.0,6.0,0.0,79.0,22.0,88.0,156.0,28.0,208.0,62.0,16.0,5.0,311.0,4.0,2565.0,6179.0,109.0,4887.0,1130.0,24.0
2024-09,0.0,399.0,5.0,109.0,94.0,17.0,382.0,31.0,10.0,7.0,527.0,50.0,548.0,907.0,132.0,2593.0,332.0,173.0,2.0,31.0,8.0,1677.0,3379.0,21.0,2972.0,863.0,7.0,8.0,556.0,18.0,703.0,449.0,108.0,498.0,349.0,15.0,5.0,400.0,3.0,613.0,441.0,715.0,480.0,149.0,10.0,84.0,519.0,48.0,2181.0,720.0,928.0,854.0,1474.0,149.0,0.0,1.0,0.0,329.0,2661.0,28.0,852.0,209.0,0.0,7.0,1814.0,25.0,668.0,2270.0,1114.0,633.0,236.0,30.0,205.0,1690.0,604.0,10079.0,5522.0,1343.0,7080.0,8247.0,1181.0,4.0,138.0,1.0,67.0,99.0,40.0,68.0,29.0,1.0,0.0,112.0,11.0,117.0,120.0,30.0,183.0,94.0,25.0,13.0,277.0,4.0,2634.0,6252.0,91.0,4979.0,980.0,23.0
2024-10,0.0,5.0,1.0,225.0,153.0,10.0,1837.0,76.0,166.0,4.0,2263.0,220.0,1641.0,469.0,1175.0,6034.0,1133.0,830.0,0.0,527.0,67.0,1950.0,4123.0,86.0,4565.0,968.0,203.0,0.0,1421.0,56.0,1021.0,181.0,962.0,1335.0,6663.0,518.0,8.0,1127.0,7.0,729.0,382.0,4043.0,473.0,351.0,130.0,62.0,1978.0,59.0,4535.0,741.0,5105.0,946.0,10145.0,278.0,0.0,3.0,0.0,528.0,3136.0,13.0,645.0,352.0,3.0,29.0,9817.0,22.0,1517.0,2672.0,6037.0,1051.0,591.0,82.0,364.0,6697.0,1062.0,8208.0,8493.0,2211.0,7850.0,27372.0,732.0,1.0,1403.0,43.0,362.0,137.0,953.0,133.0,200.0,73.0,0.0,404.0,381.0,244.0,81.0,336.0,807.0,268.0,1611.0,4.0,12264.0,5.0,8445.0,5800.0,10877.0,2361.0,1016.0,83.0
2024-11,0.0,16.0,1.0,348.0,82.0,7.0,2205.0,67.0,111.0,1.0,2785.0,162.0,2078.0,378.0,616.0,7016.0,1088.0,898.0,1.0,985.0,69.0,2105.0,4909.0,98.0,5158.0,1007.0,169.0,1.0,1950.0,80.0,1309.0,189.0,628.0,1483.0,7226.0,616.0,6.0,1463.0,10.0,974.0,354.0,3521.0,399.0,536.0,126.0,54.0,2935.0,66.0,4216.0,1001.0,3536.0,992.0,12998.0,496.0,0.0,7.0,0.0,643.0,3634.0,74.0,691.0,551.0,3.0,18.0,10812.0,50.0,1381.0,1791.0,3482.0,658.0,587.0,86.0,329.0,5357.0,876.0,8073.0,8387.0,1862.0,7392.0,31844.0,699.0,2.0,2737.0,11.0,475.0,101.0,388.0,224.0,431.0,66.0,2.0,464.0,359.0,306.0,88.0,207.0,928.0,315.0,1742.0,5.0,12929.0,10.0,7779.0,5145.0,4198.0,3059.0,883.0,53.0
2024-12,1.0,32.0,5.0,386.0,97.0,12.0,2183.0,53.0,109.0,5.0,4113.0,257.0,3226.0,332.0,745.0,8017.0,1058.0,937.0,0.0,3062.0,230.0,2630.0,4691.0,353.0,5307.0,843.0,448.0,6.0,3343.0,85.0,1837.0,131.0,840.0,2196.0,8049.0,748.0,2.0,1941.0,41.0,1134.0,306.0,1805.0,425.0,621.0,121.0,66.0,5697.0,164.0,5592.0,954.0,2703.0,1450.0,18195.0,530.0,0.0,568.0,0.0,909.0,5075.0,714.0,793.0,995.0,4.0,14.0,13932.0,67.0,1811.0,1555.0,2253.0,627.0,608.0,82.0,217.0,3222.0,734.0,7385.0,7324.0,1447.0,7283.0,40768.0,661.0,4.0,5830.0,61.0,768.0,53.0,553.0,405.0,547.0,62.0,2.0,778.0,398.0,470.0,67.0,194.0,1298.0,302.0,2399.0,1.0,27525.0,5.0,14679.0,4976.0,6275.0,3500.0,777.0,109.0
